,Product,Review,Negative,Neutral,Positive,sentiment
310,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Nice product,0,26.3,73.7,pos
311,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",I am fully satisfy to use Asus Vivo book laptop,0,73.2,26.8,neu
312,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",It's a good but it's made china this the reason I like it not heavy but good if you want to play normal games like for guys and rocket league you have to do settings that you can watch on YouTube,6.1,68.5,25.4,neu
313,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Just Go For It Dont Think,0,100,0,neu
314,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Buy it only if you don't have enough money for a better one with more specs,0,83.8,16.2,neu
315,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","KEYBOARD LIGHT IS NOT AVAILABLE ,",0,100,0,neu
316,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",The best laptop for students,0,48.8,51.2,pos
317,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",This laptop is very good interms of Video quality n stuff but the charger broke down in like 1 month n m very disappointed.,24.6,59.5,15.9,neu
318,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","I was sceptical to buy Celeron processor but I bought this because it has M.2 ssd which means laptop SSD speed is high and it's turning on in 5 secs. It has 2.8ghz processor which is also enough if you're a everyday laptop user or even you can do low to mid level programming like Java, python they can run smoothly so go for it if you're looking for a laptop which is under 30k.Also, i played 4k videos on YouTube and it was running smoothly.If you a Bca or b tech student and you don't have high budget you can go for it will serve you enough.Cons :-Maximum RAM you can upgrade is 8 gb.",3.5,91.4,5.2,neu
319,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",ok,0,0,100,pos
320,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The media could not be loaded.
                



 Item was good but screen quality & speed for low",14.2,75.3,10.5,neu
321,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Slow to respond..  suitable only for light use...suitable for kids and lighter documentation kind of jobs.,0,100,0,neu
322,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","Yes, its good laptop",0,26.3,73.7,pos
323,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",,0,0,0,neg
324,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","ASUS VIVOBOOK15 (2021)CELERON N4020, is not adequate for our office purpose  we want to return it or exchange it for one with i5 or i3 processor. need to know where to  send this  bought item  for refund or exchange. Expecting a response at the earliest.",3.6,93.5,2.8,neu
325,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Not very statify .Its hang too much .Ok ok product .Go for some reputed brand.dont waste your hard earn money.,17.9,72.6,9.4,neu
326,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Satisfactory speed and good battery capacity. Less storage is a minus.,0,62.5,37.5,neu
327,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Display quality is not as expected.,0,100,0,neu
328,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",good product with best price,0,29.7,70.3,pos
329,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The media could not be loaded.
                



 I received this laptop 💻 two days ago.I like anti-glare display and screen quality is above average.Celeron N4020 processor is not for gaming bcz in this price range please don't expect laptops for gaming.You have given  256GB SSD M.2 NVME in just 26990 RS it's enough.This laptop is only for programming and office work.Highly recommended those  who are looking for best laptop under 30000.Build quality and look of this laptop is 4.99 out of 5.0 .One bad thing about this laptop 💻 is that does not have a keyboard backlight.And I'll edit this review as I use this laptop.I hope this honest review will help many people 🙏.",2.6,82.1,15.3,neu
330,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","I had buy this becausei want to learn coding and build some projects on it but yet now I'm just an beginner coder I just have installed vs code editor, pycharm,and MySQL along with xampp for ApacheAnd my ram size was 3.3/3.8 🫤🥲🥲🥹",0,97.3,2.7,neu
331,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Battery does not last for 6 hours,0,100,0,neu
332,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Wow,0,0,100,pos
333,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The media could not be loaded.
                



 Better speed and smooth keyword for typing",16.7,83.3,0,neu
334,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good,0,0,100,pos
335,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Very nice laptop i am happy to buy this product in the price range of 27 K screen quality is good and fingerprint scanner is also good My decision to buy this Asus product was good for me.,0,68.1,31.9,neu
336,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The media could not be loaded.
                



 I like this most",0,78.3,21.7,neu
337,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",,0,0,0,neg
338,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",SSD Adaptor connect to mother board not installed.,0,100,0,neu
339,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The media could not be loaded.
                



 Its look like smooth and easy running this product guys you have always happy to see like asus it is just amazing no word and no words can define like that asus product and amazon qualities",7.7,57.9,34.4,neu
340,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Ok ok screen qualityGood batterry lifeLight weight lappyAnd most important best laptop in low budget,9.1,43.3,47.6,pos
341,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good,0,0,100,pos
342,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","It looks great but processing speed is low, screen and sound quality is average",15.4,69.8,14.8,neu
343,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",👍,0,100,0,neu
344,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",1.Speed is good no lag. Same as an i3 processor2.Sound is very good3.Got it for 17k after exchange of my old lap4.Weight is also less at max 1.5kg5.Saperate ssd sata or hdd sata slot other than the inbuit ssd 256 which is a boon.Go for it without doubt....6. Screen is also good.,0,86.2,13.8,neu
345,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Actually I needed a budget laptop for my clinic to keep records and print prescriptions.Boot and shut down times are around 10 to 15 seconds only. Openning and closing apps is pretty fast. Doesn't hang or lag. All in all a good purchase. Go for it. You wouldn't regret.,0,81.1,18.9,neu
346,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The overall laptop is good but i am not able to use the microsoft softwares with the help of product key , i've been trying to contact to the seller and also to the help center of asus but no one is responding . can anybody help me with that ??",4.5,74.5,21,neu
347,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","A good one for a student for coding purpose using via python, c, c+. High speed finger print sensor. Worth of it. Only thing I felt is that a build quality should be improved for better experience and the charger should be some what a good one to be  provided.",0,76.7,23.3,neu
348,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Design And Colour Is So Good .Not For Gaming But At This Price Range I suggest to Buy It Is For Especially Personal Use.,0,90.7,9.3,neu
349,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Display flickers some times.,0,100,0,neu
350,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Likes-Looks/DesignBuild QualityFingerprint SensorDisplayDislikes-Keyboard feedbackSSD size( they should provide 500GB SSD for Rs2k more),0,100,0,neu
351,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good laptop for students and leaners .,0,67.4,32.6,neu
352,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Awesome laptop best price range,0,26.5,73.5,pos
353,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Poor,100,0,0,neg
354,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Two weeks. I am very happy with its performance. Very easy to setup.,0,60.5,39.5,neu
355,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",I use it as my personal computer for all sorts of activities.,0,100,0,neu
356,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","Pathetic experience! after two weeks of purchase, without installing major updates or software system crashed automatically in few minutes after a startup and showing Automatic repair could not repair your PC loop. Not able to return as it's is already been ended from Amazon side. I have purchased it as a no cost emi and for the next day delivery subscribed to prime as well. I don't know what to do, laptop still not working and i need to pay my next two EMIs.",8.4,87.4,4.2,neu
357,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",,0,0,0,neg
358,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","Good product below 30k price range. Speed and look is very good, and display is okay.I bought windows 11 variant in 27k, however I feel windows 10 variant could have landed in 25k, but it was unavailable from a month.",0,90.4,9.6,neu
359,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",It's worst laptop,67.2,32.8,0,neg
360,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good to go for it,0,58,42,neu
361,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good product,0,25.6,74.4,pos
362,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good laptop,0,25.6,74.4,pos
363,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Like,0,0,100,pos
364,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",I like it,0,44.4,55.6,pos
365,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","hangs very much,lags, even when wifi is good does not work....",0,77.5,22.5,neu
366,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Decent laptop at an amazing price. SSD makes it boot very fast and responsive. Like Windows 11 too..,0,62.3,37.7,neu
367,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",,0,0,0,neg
368,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","The media could not be loaded.
                



 Good product leptop",23.1,76.9,0,neu
369,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Mouse is not working. Laptop was delivered to me just 2 weeks ago..speaker is too low.. that we should keep our ears near the laptop to hear...,7.5,92.5,0,neu
370,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Good,0,0,100,pos
371,"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",Screen was broken all together,43.7,56.3,0,neu
372,HP 245 G8 Laptop PC with AMD Ryzen 3 3250U/8 GB DDR4 RAM/512 GB PCIe® NVMe™ SSD /AMD Radeon™ Graphics/35.6 cm (14&#34; inch)/DOS/Matte Black/1.5 KG/1 Year Onsite Warranty,"MS Office is installed but it doesn't have a key. You have to purchase the key separately to activate it (costs approx. 10k). Product warranty started from the month of manufacture. So, by the time you purchase it, the warranty might be nearing expiry date. Also, the packet openings are covered in cello tape which usually happens when someone has already opened it. Overall product is good for a home use like browsing, watching movies and a little bit of gaming.",0,91.8,8.2,neu
373,HP 245 G8 Laptop PC with AMD Ryzen 3 3250U/8 GB DDR4 RAM/512 GB PCIe® NVMe™ SSD /AMD Radeon™ Graphics/35.6 cm (14&#34; inch)/DOS/Matte Black/1.5 KG/1 Year Onsite Warranty,"Best choice with an awesome keyboard under 30k , if you want a good processor and a reputed branded laptop .HP 245 G8 Business Laptop PC with AMD Ryzen™ 3 3250U/8 GB DDR4 RAM/512 GB PCIe® NVMe™ SSD /AMD Radeon™ Graphics/35.6 cm (14"" inch)/Windows 11/Matte Black/1.5 KG/1 Year Onsite WarrantyLight weight (1.5 kg ) .Only go for it if you are in a budget under 33k right now and ready to upgrade ram and storage in the future .The best thing about this laptop is it's processor which you cannot change in a laptop , but storage and ram can be easily upgraded .",0,86.9,13.1,neu
374,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",the only problem is I am not a fan of Windows OS and had hoped it would be a simple as usual task to install Linux.  Probably eventually I'll get Linux installed and fully functional but I don't recommend it to someone who doesn't enjoy tedious puzzle solving.  Other than that is is a very nice piece of hardware and you can upgrade from Windows 10 to 11 if you like while doing the official Lenovo set up.,10.3,76.3,13.4,neu
375,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","This is a Celeron machine so the performance is low as compared with i3s or i5s. I was looking for something handy and economical. So it serves the purpose.There are some comments about the warranty issue, it's right you will see less month remaining but there are 2 things, Amazon assures that your device will get covered, and also you can contact Lenovo and get it revised as per your purchased date, it will take about 24-48 hours.",1.9,92,6.1,neu
376,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","This is one good looking laptop. It's light, sufficiently powerful to run office and some light apps with email (i use it as a travel machine, so that is all i need to do with it. If i need to do other coding related work i use it to RDP into my work desktop). I recommended this to four other people two of which are students and use it heavily for taking notes, attending classes etc., and i have not heard them complain once. Excellent battery life.One issue with the newer models is that they don't charge over USB c. My nephew has a older model of the same laptop which charges over USB c. Maybe this is some cost cutting gimick Lenovo has started pulling. Also my laptop shows no indication that it is charging when it is powered off. For my newphews machine, the led is on when it charges. There is also slight light bleed on my lcd from right right edge when the screen is pitch black but for all other laptops this problem doesnt exist. None of these are major issues but please be aware that Lenovo is pulling cost cutting gimicks in the new model.Overall I would highly recommend this because if you are looking for a small laptop or two in one which is light and portable, there is literally nothing else in market that you can buy in this price range.Some people use iPad or Android tablets for on the go work but I just could not do it. Bad software support on both (stripped down version of office, no support for wine on Android) and clunkly folio cases with bad keyboard and no mouse pad make tablets a really bad decission for anything other than content consumption and note taking with a stylus. You should only buy a tablet if those are your use cases. This machine though is the best of both worlds. With 7 to 8 hours of battery life it can pretty much couple up as a tablet.There was a time when this machine used to come with free active stylus. Now, it doesn't. I don't even know if it supports stylus any more, since Lenovo seems to have gone completely silent about it in documentation.All told if you are looking for a probable laptop to do some light but real work using Microsoft office, obsedian, notion etc. and have budget of twenty K this is what you want to buy. If you are a student with typical student use cases and don't want to play demanding games, again buy this machine. If you want to buy laptops for elders in the house, buy this laptop. Hope this clarifies and helps people make a decission depending on their use case.",6.5,82.5,11.1,neu
377,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Nice product,0,26.3,73.7,pos
378,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Good product, fast enough processing only there’s no paid Microsoft office..",15.6,63.8,20.6,neu
379,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Little slow,0,100,0,neu
380,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Very useful for personal use, at this price must buy, battery life is good and process is fast & very lite to having any where...",0,79.1,20.9,neu
381,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Small but best,0,25.6,74.4,pos
382,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Display is quite good in this price. Audio and camera quality is below average. Touch screen is ok. Pen is not included in the box.,0,88.3,11.7,neu
